customer_id,name,age,age_group,gender,loyalty_tier
CUST_042,Sanduni Perera,40,35-45,Female,Silver
CUST_043,Rohan Ratnayake,18,18-25,Male,Silver
CUST_044,Pathum Jayawardena,57,46-60,Male,Silver
CUST_045,Pathum Ratnayake,32,26-34,Male,Bronze
CUST_046,Tharindu Jayawardena,38,35-45,Male,Bronze
CUST_047,Duminda Ratnayake,26,26-34,Male,Bronze
CUST_048,Dilani Jayawardena,26,26-34,Female,Gold
CUST_049,Duminda Wickramasinghe,27,26-34,Male,Bronze
CUST_050,Nimal Wickramasinghe,43,35-45,Male,Gold
CUST_051,Dilani Jayawardena,58,46-60,Female,Gold
CUST_052,Rohan Ratnayake,52,46-60,Male,Platinum
CUST_053,Ishani Jayawardena,42,35-45,Female,Silver
CUST_054,Kasun Gunawardena,43,35-45,Male,Gold
CUST_055,Nilanthi Perera,28,26-34,Female,Silver
CUST_056,Rohan Wickramasinghe,55,46-60,Male,Silver
CUST_057,Nimal Jayawardena,19,18-25,Male,Bronze
CUST_058,Ishani Wickramasinghe,24,18-25,Female,Silver
CUST_059,Ishani Ratnayake,35,35-45,Female,Platinum
CUST_060,Ishani Ratnayake,44,35-45,Female,Bronze
CUST_061,Tharushi Wickramasinghe,51,46-60,Female,Platinum
CUST_062,Kavindi Perera,44,35-45,Female,Platinum
CUST_063,Priyanka Ratnayake,34,26-34,Female,Gold
CUST_064,Anula Silva,60,46-60,Female,Platinum
CUST_065,Ishani Perera,41,35-45,Female,Gold
CUST_066,Tharindu Silva,42,35-45,Male,Silver
CUST_067,Rohan Gunawardena,24,18-25,Male,Bronze
CUST_068,Tharushi Perera,23,18-25,Female,Bronze
CUST_069,Rohan Ratnayake,41,35-45,Male,Gold
CUST_070,Saman Perera,50,46-60,Male,Platinum
CUST_071,Rohan Ratnayake,46,46-60,Male,Silver
CUST_072,Tharindu Wickramasinghe,60,46-60,Male,Platinum
CUST_073,Sanduni Gunawardena,39,35-45,Female,Gold
CUST_074,Saman Wickramasinghe,43,35-45,Male,Silver
CUST_075,Nilanthi Jayawardena,45,35-45,Female,Gold
CUST_076,Kasun Fernando,38,35-45,Male,Silver
CUST_077,Saman Gunawardena,24,18-25,Male,Bronze
CUST_078,Arjuna Ratnayake,34,26-34,Male,Silver
CUST_079,Tharushi Jayawardena,37,35-45,Female,Bronze
CUST_080,Saman Wickramasinghe,58,46-60,Male,Silver
CUST_081,Anula Gunawardena,37,35-45,Female,Silver
CUST_082,Duminda Gunawardena,39,35-45,Male,Silver
CUST_083,Priyanka Ratnayake,45,35-45,Female,Bronze
CUST_084,Pathum Silva,57,46-60,Male,Platinum
CUST_085,Ishani Ratnayake,24,18-25,Female,Bronze
CUST_086,Kavindi Jayawardena,18,18-25,Female,Gold
CUST_087,Arjuna Gunawardena,49,46-60,Male,Platinum
CUST_088,Tharushi Ratnayake,30,26-34,Female,Bronze
CUST_089,Tharindu Silva,47,46-60,Male,Gold
CUST_090,Kasun Gunawardena,40,35-45,Male,Bronze
CUST_091,Saman Jayawardena,36,35-45,Male,Silver
CUST_092,Kasun Jayawardena,49,46-60,Male,Gold
CUST_093,Tharindu Silva,47,46-60,Male,Silver
CUST_094,Kasun Fernando,46,46-60,Male,Gold
CUST_095,Kasun Perera,46,46-60,Male,Silver
CUST_096,Rohan Ratnayake,47,46-60,Male,Silver
CUST_097,Saman Jayawardena,33,26-34,Male,Gold
CUST_098,Rohan Wickramasinghe,57,46-60,Male,Gold
CUST_099,Kasun Perera,36,35-45,Male,Silver
CUST_100,Priyanka Fernando,35,35-45,Female,Silver
CUST_101,Priyanka Jayawardena,18,18-25,Female,Platinum
CUST_102,Kasun Fernando,31,26-34,Male,Bronze
CUST_103,Pathum Perera,19,18-25,Male,Bronze
CUST_104,Arjuna Ratnayake,45,35-45,Male,Gold
CUST_105,Nimal Fernando,47,46-60,Male,Gold
CUST_106,Saman Jayawardena,55,46-60,Male,Platinum
CUST_107,Nimal Perera,21,18-25,Male,Silver
CUST_108,Arjuna Silva,18,18-25,Male,Silver
CUST_109,Nimal Jayawardena,25,18-25,Male,Silver
CUST_110,Sanduni Ratnayake,46,46-60,Female,Platinum
CUST_111,Pathum Wickramasinghe,56,46-60,Male,Platinum
CUST_112,Tharushi Silva,20,18-25,Female,Silver
CUST_113,Saman Fernando,49,46-60,Male,Platinum
CUST_114,Kasun Fernando,27,26-34,Male,Bronze
CUST_115,Kavindi Perera,27,26-34,Female,Bronze
CUST_116,Kasun Ratnayake,36,35-45,Male,Silver
CUST_117,Ishani Silva,51,46-60,Female,Bronze
CUST_118,Kasun Gunawardena,50,46-60,Male,Gold
CUST_119,Kasun Fernando,40,35-45,Male,Silver
CUST_120,Anula Wickramasinghe,45,35-45,Female,Gold
CUST_121,Pathum Silva,49,46-60,Male,Platinum
CUST_122,Sanduni Silva,24,18-25,Female,Gold
CUST_123,Saman Fernando,46,46-60,Male,Bronze
CUST_124,Sanduni Jayawardena,25,18-25,Female,Bronze
CUST_125,Anula Ratnayake,18,18-25,Female,Silver
CUST_126,Saman Perera,20,18-25,Male,Bronze
CUST_127,Pathum Silva,41,35-45,Male,Gold
CUST_128,Sanduni Perera,40,35-45,Female,Silver
CUST_129,Rohan Fernando,25,18-25,Male,Bronze
CUST_130,Arjuna Fernando,54,46-60,Male,Platinum
CUST_131,Rohan Jayawardena,20,18-25,Male,Bronze
CUST_132,Ishani Perera,50,46-60,Female,Gold
CUST_133,Kavindi Wickramasinghe,45,35-45,Female,Platinum
CUST_134,Tharushi Ratnayake,25,18-25,Female,Bronze
CUST_135,Priyanka Perera,51,46-60,Female,Gold
CUST_136,Kavindi Ratnayake,52,46-60,Female,Platinum
CUST_137,Kavindi Perera,49,46-60,Female,Silver
CUST_138,Nilanthi Perera,41,35-45,Female,Gold
CUST_139,Tharushi Perera,31,26-34,Female,Silver
CUST_140,Anula Gunawardena,49,46-60,Female,Gold
CUST_141,Pathum Perera,60,46-60,Male,Gold
CUST_142,Tharushi Ratnayake,33,26-34,Female,Silver
CUST_143,Nimal Fernando,21,18-25,Male,Gold
CUST_144,Arjuna Jayawardena,54,46-60,Male,Platinum
CUST_145,Pathum Ratnayake,38,35-45,Male,Gold
CUST_146,Anula Fernando,31,26-34,Female,Gold
CUST_147,Priyanka Perera,48,46-60,Female,Gold
CUST_148,Kavindi Jayawardena,35,35-45,Female,Silver
CUST_149,Tharushi Wickramasinghe,24,18-25,Female,Silver
CUST_150,Rohan Jayawardena,27,26-34,Male,Bronze
CUST_151,Nilanthi Silva,24,18-25,Female,Bronze
CUST_152,Kavindi Ratnayake,50,46-60,Female,Platinum
CUST_153,Sanduni Fernando,40,35-45,Female,Silver
CUST_154,Priyanka Perera,38,35-45,Female,Bronze
CUST_155,Priyanka Fernando,36,35-45,Female,Bronze
CUST_156,Saman Jayawardena,36,35-45,Male,Silver
CUST_157,Sanduni Wickramasinghe,53,46-60,Female,Platinum
CUST_158,Rohan Perera,46,46-60,Male,Gold
CUST_159,Kavindi Ratnayake,35,35-45,Female,Gold
CUST_160,Saman Silva,19,18-25,Male,Bronze
CUST_161,Ishani Wickramasinghe,18,18-25,Female,Silver
CUST_162,Tharushi Wickramasinghe,22,18-25,Female,Bronze
CUST_163,Kasun Ratnayake,37,35-45,Male,Silver
CUST_164,Nimal Wickramasinghe,28,26-34,Male,Silver
CUST_165,Saman Fernando,59,46-60,Male,Platinum
CUST_166,Nilanthi Silva,19,18-25,Female,Bronze
CUST_167,Tharindu Jayawardena,20,18-25,Male,Bronze
CUST_168,Anula Silva,40,35-45,Female,Bronze
CUST_169,Ishani Jayawardena,29,26-34,Female,Bronze
CUST_170,Arjuna Ratnayake,37,35-45,Male,Gold
CUST_171,Duminda Wickramasinghe,22,18-25,Male,Bronze
CUST_172,Tharushi Ratnayake,54,46-60,Female,Gold
CUST_173,Dilani Silva,55,46-60,Female,Gold
CUST_174,Arjuna Silva,47,46-60,Male,Bronze
CUST_175,Nimal Silva,26,26-34,Male,Bronze
CUST_176,Kasun Ratnayake,51,46-60,Male,Silver
CUST_177,Sanduni Ratnayake,52,46-60,Female,Gold
CUST_178,Tharushi Fernando,39,35-45,Female,Silver
CUST_179,Dilani Ratnayake,41,35-45,Female,Gold
CUST_180,Anula Gunawardena,34,26-34,Female,Bronze
CUST_181,Priyanka Perera,27,26-34,Female,Gold
CUST_182,Kavindi Wickramasinghe,47,46-60,Female,Gold
CUST_183,Arjuna Ratnayake,40,35-45,Male,Gold
CUST_184,Priyanka Jayawardena,49,46-60,Female,Gold
CUST_185,Tharushi Jayawardena,34,26-34,Female,Gold
CUST_186,Kavindi Fernando,34,26-34,Female,Gold
CUST_187,Saman Jayawardena,31,26-34,Male,Silver
CUST_188,Tharushi Wickramasinghe,26,26-34,Female,Bronze
CUST_189,Nilanthi Silva,57,46-60,Female,Gold
CUST_190,Kasun Fernando,19,18-25,Male,Bronze
CUST_191,Kavindi Gunawardena,42,35-45,Female,Bronze
CUST_192,Nilanthi Ratnayake,56,46-60,Female,Gold
CUST_193,Sanduni Silva,26,26-34,Female,Silver
CUST_194,Priyanka Gunawardena,39,35-45,Female,Silver
CUST_195,Ishani Jayawardena,60,46-60,Female,Platinum
CUST_196,Pathum Ratnayake,21,18-25,Male,Silver
CUST_197,Tharindu Perera,43,35-45,Male,Platinum
CUST_198,Tharindu Perera,46,46-60,Male,Silver
CUST_199,Nilanthi Ratnayake,51,46-60,Female,Gold
CUST_200,Priyanka Gunawardena,40,35-45,Female,Silver
CUST_201,Anula Wickramasinghe,54,46-60,Female,Gold
CUST_202,Pathum Perera,28,26-34,Male,Silver
CUST_203,Anula Perera,23,18-25,Female,Bronze
CUST_204,Tharushi Ratnayake,35,35-45,Female,Gold
CUST_205,Duminda Silva,38,35-45,Male,Silver
CUST_206,Priyanka Ratnayake,59,46-60,Female,Gold
CUST_207,Rohan Ratnayake,53,46-60,Male,Gold
CUST_208,Saman Wickramasinghe,58,46-60,Male,Gold
CUST_209,Saman Gunawardena,55,46-60,Male,Gold
CUST_210,Sanduni Fernando,51,46-60,Female,Gold
CUST_211,Priyanka Ratnayake,34,26-34,Female,Bronze
CUST_212,Priyanka Fernando,54,46-60,Female,Gold
CUST_213,Nilanthi Jayawardena,42,35-45,Female,Bronze
CUST_214,Anula Silva,55,46-60,Female,Gold
CUST_215,Kavindi Perera,29,26-34,Female,Bronze
CUST_216,Anula Gunawardena,40,35-45,Female,Silver
CUST_217,Tharindu Wickramasinghe,59,46-60,Male,Gold
CUST_218,Anula Ratnayake,39,35-45,Female,Bronze
CUST_219,Duminda Gunawardena,38,35-45,Male,Gold
CUST_220,Nilanthi Wickramasinghe,44,35-45,Female,Silver
CUST_221,Anula Fernando,48,46-60,Female,Gold
CUST_222,Priyanka Silva,23,18-25,Female,Silver
CUST_223,Rohan Gunawardena,44,35-45,Male,Bronze
CUST_224,Pathum Jayawardena,57,46-60,Male,Gold
CUST_225,Saman Silva,51,46-60,Male,Gold
CUST_226,Pathum Jayawardena,29,26-34,Male,Bronze
CUST_227,Ishani Silva,24,18-25,Female,Bronze
CUST_228,Pathum Silva,27,26-34,Male,Bronze
CUST_229,Priyanka Jayawardena,34,26-34,Female,Gold
CUST_230,Sanduni Perera,43,35-45,Female,Silver
CUST_231,Pathum Fernando,38,35-45,Male,Silver
CUST_232,Duminda Wickramasinghe,45,35-45,Male,Gold
CUST_233,Arjuna Perera,19,18-25,Male,Silver
CUST_234,Arjuna Ratnayake,60,46-60,Male,Silver
CUST_235,Pathum Ratnayake,18,18-25,Male,Bronze
CUST_236,Pathum Ratnayake,53,46-60,Male,Gold
CUST_237,Saman Gunawardena,43,35-45,Male,Platinum
CUST_238,Nimal Ratnayake,46,46-60,Male,Silver
CUST_239,Tharushi Silva,38,35-45,Female,Silver
CUST_240,Nimal Ratnayake,28,26-34,Male,Bronze
CUST_241,Tharindu Perera,57,46-60,Male,Gold
CUST_242,Ishani Silva,28,26-34,Female,Bronze
CUST_243,Rohan Gunawardena,53,46-60,Male,Gold
CUST_244,Ishani Fernando,56,46-60,Female,Platinum
CUST_245,Sanduni Ratnayake,57,46-60,Female,Platinum
CUST_246,Tharindu Perera,52,46-60,Male,Gold
CUST_247,Tharushi Perera,51,46-60,Female,Platinum
CUST_248,Ishani Wickramasinghe,41,35-45,Female,Silver
CUST_249,Anula Fernando,39,35-45,Female,Silver
CUST_250,Sanduni Silva,22,18-25,Female,Bronze
CUST_251,Tharindu Perera,50,46-60,Male,Platinum
CUST_252,Tharushi Fernando,53,46-60,Female,Silver
CUST_253,Nimal Perera,37,35-45,Male,Silver
CUST_254,Sanduni Perera,36,35-45,Female,Bronze
CUST_255,Ishani Perera,52,46-60,Female,Gold
CUST_256,Nilanthi Wickramasinghe,60,46-60,Female,Silver
CUST_257,Anula Ratnayake,34,26-34,Female,Bronze
CUST_258,Rohan Wickramasinghe,60,46-60,Male,Bronze
CUST_259,Duminda Jayawardena,51,46-60,Male,Silver
CUST_260,Anula Ratnayake,26,26-34,Female,Bronze
CUST_261,Kavindi Ratnayake,43,35-45,Female,Gold
CUST_262,Duminda Fernando,19,18-25,Male,Bronze
CUST_263,Sanduni Wickramasinghe,26,26-34,Female,Bronze
CUST_264,Sanduni Ratnayake,26,26-34,Female,Silver
CUST_265,Sanduni Silva,57,46-60,Female,Bronze
CUST_266,Kasun Fernando,34,26-34,Male,Silver
CUST_267,Arjuna Ratnayake,18,18-25,Male,Gold
CUST_268,Duminda Perera,42,35-45,Male,Silver
CUST_269,Tharushi Perera,60,46-60,Female,Silver
CUST_270,Nilanthi Ratnayake,57,46-60,Female,Gold
CUST_271,Saman Jayawardena,59,46-60,Male,Gold
CUST_272,Duminda Perera,42,35-45,Male,Silver
CUST_273,Arjuna Silva,56,46-60,Male,Silver
CUST_274,Pathum Wickramasinghe,52,46-60,Male,Silver
CUST_275,Dilani Wickramasinghe,20,18-25,Female,Bronze
CUST_276,Kasun Silva,54,46-60,Male,Platinum
CUST_277,Ishani Gunawardena,47,46-60,Female,Platinum
CUST_278,Duminda Fernando,55,46-60,Male,Silver
CUST_279,Nilanthi Silva,51,46-60,Female,Silver
CUST_280,Pathum Perera,29,26-34,Male,Silver
CUST_281,Duminda Jayawardena,36,35-45,Male,Bronze
CUST_282,Saman Gunawardena,54,46-60,Male,Silver
CUST_283,Duminda Fernando,34,26-34,Male,Platinum
CUST_284,Anula Perera,27,26-34,Female,Bronze
CUST_285,Rohan Wickramasinghe,29,26-34,Male,Silver
CUST_286,Kavindi Wickramasinghe,33,26-34,Female,Platinum
CUST_287,Kavindi Ratnayake,41,35-45,Female,Silver
CUST_288,Sanduni Gunawardena,36,35-45,Female,Bronze
CUST_289,Ishani Fernando,25,18-25,Female,Bronze
CUST_290,Nimal Wickramasinghe,48,46-60,Male,Platinum
CUST_291,Tharushi Jayawardena,38,35-45,Female,Gold
CUST_292,Ishani Gunawardena,34,26-34,Female,Gold
CUST_293,Ishani Silva,40,35-45,Female,Bronze
CUST_294,Kasun Gunawardena,54,46-60,Male,Platinum
CUST_295,Tharindu Fernando,33,26-34,Male,Platinum
CUST_296,Nimal Wickramasinghe,23,18-25,Male,Silver
CUST_297,Kasun Jayawardena,25,18-25,Male,Gold
CUST_298,Anula Gunawardena,42,35-45,Female,Gold
CUST_299,Anula Wickramasinghe,35,35-45,Female,Gold
CUST_300,Pathum Gunawardena,42,35-45,Male,Silver
CUST_301,Kavindi Silva,29,26-34,Female,Bronze
CUST_302,Nilanthi Perera,32,26-34,Female,Bronze
CUST_303,Sanduni Ratnayake,43,35-45,Female,Gold
CUST_304,Pathum Silva,58,46-60,Male,Gold
CUST_305,Rohan Perera,43,35-45,Male,Gold
CUST_306,Ishani Perera,49,46-60,Female,Platinum
CUST_307,Pathum Jayawardena,27,26-34,Male,Silver
CUST_308,Rohan Ratnayake,33,26-34,Male,Bronze
CUST_309,Kasun Gunawardena,24,18-25,Male,Bronze
CUST_310,Saman Silva,34,26-34,Male,Bronze
CUST_311,Saman Gunawardena,40,35-45,Male,Gold
CUST_312,Nilanthi Fernando,43,35-45,Female,Gold
CUST_313,Rohan Fernando,38,35-45,Male,Platinum
CUST_314,Nilanthi Wickramasinghe,39,35-45,Female,Silver
CUST_315,Anula Wickramasinghe,24,18-25,Female,Gold
CUST_316,Tharindu Wickramasinghe,31,26-34,Male,Gold
CUST_317,Nilanthi Gunawardena,32,26-34,Female,Silver
CUST_318,Dilani Jayawardena,24,18-25,Female,Silver
CUST_319,Dilani Jayawardena,26,26-34,Female,Bronze
CUST_320,Rohan Perera,25,18-25,Male,Bronze
CUST_321,Nimal Fernando,40,35-45,Male,Gold
CUST_322,Nilanthi Ratnayake,46,46-60,Female,Gold
CUST_323,Rohan Silva,35,35-45,Male,Gold
CUST_324,Saman Silva,48,46-60,Male,Gold
CUST_325,Nimal Fernando,47,46-60,Male,Gold
CUST_326,Saman Ratnayake,56,46-60,Male,Gold
CUST_327,Ishani Jayawardena,52,46-60,Female,Gold
CUST_328,Ishani Ratnayake,35,35-45,Female,Silver
CUST_329,Duminda Ratnayake,59,46-60,Male,Gold
CUST_330,Duminda Perera,56,46-60,Male,Gold
CUST_331,Sanduni Perera,34,26-34,Female,Bronze
CUST_332,Priyanka Silva,31,26-34,Female,Silver
CUST_333,Duminda Silva,48,46-60,Male,Silver
CUST_334,Anula Gunawardena,41,35-45,Female,Gold
CUST_335,Kasun Ratnayake,52,46-60,Male,Platinum
CUST_336,Nimal Perera,51,46-60,Male,Gold
CUST_337,Ishani Perera,20,18-25,Female,Bronze
CUST_338,Kavindi Perera,54,46-60,Female,Platinum
CUST_339,Duminda Wickramasinghe,60,46-60,Male,Platinum
CUST_340,Rohan Gunawardena,57,46-60,Male,Platinum
CUST_341,Nilanthi Wickramasinghe,43,35-45,Female,Gold
CUST_342,Rohan Ratnayake,40,35-45,Male,Bronze
CUST_343,Anula Silva,56,46-60,Female,Silver
CUST_344,Pathum Perera,32,26-34,Male,Silver
CUST_345,Dilani Perera,21,18-25,Female,Bronze
CUST_346,Nilanthi Ratnayake,46,46-60,Female,Gold
CUST_347,Priyanka Wickramasinghe,39,35-45,Female,Silver
CUST_348,Tharindu Wickramasinghe,42,35-45,Male,Silver
CUST_349,Rohan Gunawardena,30,26-34,Male,Gold
CUST_350,Tharushi Silva,35,35-45,Female,Gold
CUST_351,Pathum Wickramasinghe,50,46-60,Male,Gold
CUST_352,Tharushi Silva,33,26-34,Female,Gold
CUST_353,Sanduni Silva,59,46-60,Female,Gold
CUST_354,Duminda Fernando,19,18-25,Male,Silver
CUST_355,Rohan Fernando,52,46-60,Male,Bronze
CUST_356,Kavindi Fernando,59,46-60,Female,Platinum
CUST_357,Tharindu Wickramasinghe,51,46-60,Male,Gold
CUST_358,Duminda Fernando,47,46-60,Male,Gold
CUST_359,Kavindi Jayawardena,30,26-34,Female,Bronze
CUST_360,Sanduni Silva,30,26-34,Female,Silver
CUST_361,Kasun Gunawardena,35,35-45,Male,Bronze
CUST_362,Nilanthi Fernando,49,46-60,Female,Silver
CUST_363,Kavindi Perera,49,46-60,Female,Gold
CUST_364,Tharindu Ratnayake,52,46-60,Male,Gold
CUST_365,Priyanka Silva,56,46-60,Female,Gold
CUST_366,Kavindi Perera,46,46-60,Female,Platinum
CUST_367,Arjuna Wickramasinghe,46,46-60,Male,Gold
CUST_368,Duminda Silva,33,26-34,Male,Silver
CUST_369,Tharushi Jayawardena,27,26-34,Female,Bronze
CUST_370,Anula Perera,47,46-60,Female,Platinum
CUST_371,Saman Jayawardena,42,35-45,Male,Silver
CUST_372,Arjuna Jayawardena,56,46-60,Male,Platinum
CUST_373,Kasun Fernando,37,35-45,Male,Gold
CUST_374,Arjuna Ratnayake,22,18-25,Male,Bronze
CUST_375,Ishani Wickramasinghe,18,18-25,Female,Bronze
CUST_376,Pathum Wickramasinghe,47,46-60,Male,Platinum
CUST_377,Duminda Silva,20,18-25,Male,Silver
CUST_378,Kavindi Perera,31,26-34,Female,Bronze
CUST_379,Pathum Fernando,47,46-60,Male,Silver
CUST_380,Ishani Perera,21,18-25,Female,Silver
CUST_381,Saman Gunawardena,35,35-45,Male,Bronze
CUST_382,Pathum Silva,54,46-60,Male,Platinum
CUST_383,Rohan Silva,42,35-45,Male,Silver
CUST_384,Nilanthi Fernando,18,18-25,Female,Bronze
CUST_385,Sanduni Gunawardena,32,26-34,Female,Gold
CUST_386,Saman Perera,26,26-34,Male,Bronze
CUST_387,Anula Ratnayake,32,26-34,Female,Silver
CUST_388,Tharushi Ratnayake,41,35-45,Female,Bronze
CUST_389,Tharushi Gunawardena,21,18-25,Female,Bronze
CUST_390,Kavindi Jayawardena,29,26-34,Female,Silver
CUST_391,Tharushi Fernando,54,46-60,Female,Gold
CUST_392,Tharushi Gunawardena,54,46-60,Female,Gold
CUST_393,Duminda Wickramasinghe,60,46-60,Male,Platinum
CUST_394,Rohan Wickramasinghe,23,18-25,Male,Silver
CUST_395,Anula Wickramasinghe,56,46-60,Female,Silver
CUST_396,Nimal Fernando,41,35-45,Male,Silver
CUST_397,Tharindu Ratnayake,28,26-34,Male,Gold
CUST_398,Pathum Wickramasinghe,30,26-34,Male,Gold
CUST_399,Duminda Silva,51,46-60,Male,Gold
CUST_400,Priyanka Jayawardena,42,35-45,Female,Silver
CUST_401,Nimal Jayawardena,24,18-25,Male,Bronze
CUST_402,Tharindu Gunawardena,21,18-25,Male,Silver
CUST_403,Tharushi Perera,25,18-25,Female,Silver
CUST_404,Tharushi Gunawardena,37,35-45,Female,Gold
CUST_405,Nimal Gunawardena,46,46-60,Male,Platinum
CUST_406,Arjuna Silva,27,26-34,Male,Silver
CUST_407,Tharindu Fernando,60,46-60,Male,Silver
CUST_408,Rohan Silva,51,46-60,Male,Gold
CUST_409,Nimal Ratnayake,43,35-45,Male,Bronze
CUST_410,Pathum Ratnayake,58,46-60,Male,Silver
CUST_411,Tharushi Silva,20,18-25,Female,Silver
CUST_412,Duminda Jayawardena,23,18-25,Male,Bronze
CUST_413,Nimal Jayawardena,22,18-25,Male,Bronze
CUST_414,Anula Jayawardena,22,18-25,Female,Bronze
CUST_415,Anula Jayawardena,40,35-45,Female,Silver
CUST_416,Kavindi Perera,26,26-34,Female,Bronze
CUST_417,Ishani Gunawardena,52,46-60,Female,Silver
CUST_418,Rohan Gunawardena,37,35-45,Male,Gold
CUST_419,Saman Gunawardena,59,46-60,Male,Silver
CUST_420,Nimal Wickramasinghe,52,46-60,Male,Gold
CUST_421,Pathum Ratnayake,35,35-45,Male,Bronze
CUST_422,Nimal Fernando,34,26-34,Male,Bronze
CUST_423,Arjuna Gunawardena,41,35-45,Male,Silver
CUST_424,Ishani Silva,20,18-25,Female,Bronze
CUST_425,Saman Wickramasinghe,49,46-60,Male,Gold
CUST_426,Ishani Jayawardena,52,46-60,Female,Gold
CUST_427,Ishani Ratnayake,55,46-60,Female,Gold
CUST_428,Rohan Silva,30,26-34,Male,Gold
CUST_429,Priyanka Perera,42,35-45,Female,Bronze
CUST_430,Tharindu Ratnayake,26,26-34,Male,Bronze
CUST_431,Anula Perera,21,18-25,Female,Silver
CUST_432,Arjuna Fernando,31,26-34,Male,Gold
CUST_433,Kavindi Gunawardena,54,46-60,Female,Gold
CUST_434,Tharindu Fernando,51,46-60,Male,Platinum
CUST_435,Duminda Wickramasinghe,28,26-34,Male,Silver
CUST_436,Arjuna Ratnayake,58,46-60,Male,Silver
CUST_437,Duminda Jayawardena,20,18-25,Male,Silver
CUST_438,Pathum Silva,45,35-45,Male,Gold
CUST_439,Tharushi Ratnayake,46,46-60,Female,Gold
CUST_440,Dilani Fernando,26,26-34,Female,Bronze
CUST_441,Anula Silva,20,18-25,Female,Bronze
CUST_442,Pathum Fernando,42,35-45,Male,Gold
CUST_443,Nilanthi Perera,51,46-60,Female,Gold
CUST_444,Rohan Gunawardena,29,26-34,Male,Silver
CUST_445,Pathum Ratnayake,59,46-60,Male,Gold
CUST_446,Dilani Fernando,26,26-34,Female,Bronze
CUST_447,Anula Ratnayake,32,26-34,Female,Gold
CUST_448,Duminda Jayawardena,57,46-60,Male,Silver
CUST_449,Tharushi Fernando,42,35-45,Female,Silver
CUST_450,Saman Ratnayake,22,18-25,Male,Silver
CUST_451,Saman Fernando,28,26-34,Male,Bronze
CUST_452,Nimal Gunawardena,51,46-60,Male,Gold
CUST_453,Kasun Gunawardena,41,35-45,Male,Bronze
CUST_454,Pathum Perera,32,26-34,Male,Bronze
CUST_455,Sanduni Silva,55,46-60,Female,Gold
CUST_456,Anula Silva,25,18-25,Female,Bronze
CUST_457,Rohan Wickramasinghe,22,18-25,Male,Platinum
CUST_458,Rohan Gunawardena,43,35-45,Male,Silver
CUST_459,Dilani Fernando,35,35-45,Female,Silver
CUST_460,Sanduni Gunawardena,23,18-25,Female,Bronze
CUST_461,Arjuna Wickramasinghe,54,46-60,Male,Bronze
CUST_462,Kavindi Wickramasinghe,30,26-34,Female,Platinum
CUST_463,Arjuna Perera,45,35-45,Male,Gold
CUST_464,Anula Perera,22,18-25,Female,Silver
CUST_465,Tharindu Wickramasinghe,30,26-34,Male,Bronze
CUST_466,Ishani Gunawardena,34,26-34,Female,Silver
CUST_467,Saman Fernando,57,46-60,Male,Gold
